Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2023-12-20,Sölden,Austria,1377,6,-6.4,0,48
2023-12-21,Sölden,Austria,1377,6,-2.7,11.8,44
2023-12-22,Sölden,Austria,1377,5,-13.9,10.6,60
2023-12-23,Sölden,Austria,1377,6,-13.4,14,69
2023-12-24,Sölden,Austria,1377,4,0.4,7.1,54
2023-12-25,Sölden,Austria,1377,7,-13,0,73
2023-12-26,Sölden,Austria,1377,7,-5.3,0,39
2023-12-27,Sölden,Austria,1377,4,0.2,8.5,67
2023-12-28,Sölden,Austria,1377,5,-15.3,1.8,48
2023-12-29,Sölden,Austria,1377,4,-0.9,6,65
2023-12-30,Sölden,Austria,1377,6,-4.8,13.7,54
2023-12-31,Sölden,Austria,1377,4,-10.7,14,60
2024-01-01,Sölden,Austria,1377,6,-4.1,13.5,32
2024-01-02,Sölden,Austria,1377,5,-18,5.6,70
2024-01-03,Sölden,Austria,1377,6,-7.2,0,79
2024-01-04,Sölden,Austria,1377,4,-6.8,7.7,41
2024-01-05,Sölden,Austria,1377,6,-1.6,13.4,70
2024-01-06,Sölden,Austria,1377,6,-10.8,14.6,71
2024-01-07,Sölden,Austria,1377,4,-0.3,0,58
2024-01-08,Sölden,Austria,1377,7,-2,8.6,34
2024-01-09,Sölden,Austria,1377,4,-16,0,66
2024-01-10,Sölden,Austria,1377,7,-6.5,7.5,57
2024-01-11,Sölden,Austria,1377,7,-7.2,8.3,70
2024-01-12,Sölden,Austria,1377,3,-5.6,2.6,34
2024-01-13,Sölden,Austria,1377,6,-10.8,12.5,78
2024-01-14,Sölden,Austria,1377,7,-8,7.3,53
2024-01-15,Sölden,Austria,1377,6,-8.8,0.4,56
2024-01-16,Sölden,Austria,1377,6,-16.2,0.4,45
2024-01-17,Sölden,Austria,1377,5,-6.2,0,33
2024-01-18,Sölden,Austria,1377,5,-8.5,0,41
2024-01-19,Sölden,Austria,1377,5,-15.6,0,33
2024-01-20,Sölden,Austria,1377,4,-17,0,69
2024-01-21,Sölden,Austria,1377,3,-14.7,9.3,74
2024-01-22,Sölden,Austria,1377,6,-1.7,1.6,44
2024-01-23,Sölden,Austria,1377,5,-11.1,8.3,54
2024-01-24,Sölden,Austria,1377,7,-9.8,0.5,33
2024-01-25,Sölden,Austria,1377,5,-4.1,0,65
2024-01-26,Sölden,Austria,1377,6,-7.5,5.7,52
2024-01-27,Sölden,Austria,1377,4,-10.4,13.2,72
2024-01-28,Sölden,Austria,1377,5,-7.5,1.8,50
2024-01-29,Sölden,Austria,1377,7,-8.9,0,64
2024-01-30,Sölden,Austria,1377,7,-15.5,5.2,73
2024-01-31,Sölden,Austria,1377,6,-4.2,9.8,72
2024-02-01,Sölden,Austria,1377,5,-6.1,0,50
2024-02-02,Sölden,Austria,1377,6,-7.5,14.2,51
2024-02-03,Sölden,Austria,1377,4,-8.6,5.9,65
2024-02-04,Sölden,Austria,1377,5,-15.4,0,59
2024-02-05,Sölden,Austria,1377,4,-4.5,0,40
2024-02-06,Sölden,Austria,1377,5,-6.9,4.8,38
2024-02-07,Sölden,Austria,1377,6,-7.5,0.7,46
2024-02-08,Sölden,Austria,1377,7,-3.8,0.3,61
2024-02-09,Sölden,Austria,1377,6,-11.1,1.3,64
2024-02-10,Sölden,Austria,1377,7,1.1,5.4,40
2024-02-11,Sölden,Austria,1377,4,-12.3,11.6,34
2024-02-12,Sölden,Austria,1377,5,-4.5,10.3,53
2024-02-13,Sölden,Austria,1377,5,-11.5,0,45
2024-02-14,Sölden,Austria,1377,7,-0.3,5.2,58
2024-02-15,Sölden,Austria,1377,5,-15.5,8.3,48
2024-02-16,Sölden,Austria,1377,6,-12.3,4.4,80
2024-02-17,Sölden,Austria,1377,7,-7.7,13.4,35
2024-02-18,Sölden,Austria,1377,5,-16.4,0,67
2024-02-19,Sölden,Austria,1377,6,0.1,9.3,41
2024-02-20,Sölden,Austria,1377,5,-1.8,6.3,51
2024-02-21,Sölden,Austria,1377,5,-1.3,14.8,53
2024-02-22,Sölden,Austria,1377,5,-6,4.4,70
2024-02-23,Sölden,Austria,1377,4,-17.3,0.3,34
2024-02-24,Sölden,Austria,1377,7,-2.5,14,41
2024-02-25,Sölden,Austria,1377,4,-5.5,14.9,47
2024-02-26,Sölden,Austria,1377,4,-14,3.8,52
2024-02-27,Sölden,Austria,1377,4,-9.4,0,33
2024-02-28,Sölden,Austria,1377,6,-1.3,8.3,54
2024-02-29,Sölden,Austria,1377,5,-13.3,2.1,32
2024-03-01,Sölden,Austria,1377,6,-5.8,0,34
2024-03-02,Sölden,Austria,1377,4,-2.6,5.7,35
2024-03-03,Sölden,Austria,1377,6,-2.7,14.9,35
2024-03-04,Sölden,Austria,1377,6,-5.6,5.1,36
2024-03-05,Sölden,Austria,1377,6,-8.9,0,65
2024-03-06,Sölden,Austria,1377,5,-1.9,11.6,67
2024-03-07,Sölden,Austria,1377,5,-11.1,6.6,32
2024-03-08,Sölden,Austria,1377,5,-2.3,3.2,67
2024-03-09,Sölden,Austria,1377,7,-4.6,0,33
2024-03-10,Sölden,Austria,1377,5,-6.5,12.4,53
2024-03-11,Sölden,Austria,1377,6,-5.4,0,32
2024-03-12,Sölden,Austria,1377,5,-6,9.8,65
2024-03-13,Sölden,Austria,1377,7,-3.4,6.8,45
2024-03-14,Sölden,Austria,1377,7,-8.8,12.1,42
2024-03-15,Sölden,Austria,1377,7,-10.2,13,65
2024-03-16,Sölden,Austria,1377,5,-7.6,9.9,55
2024-03-17,Sölden,Austria,1377,6,-10.2,5,53
2024-03-18,Sölden,Austria,1377,6,-11.8,0,67
2024-03-19,Sölden,Austria,1377,7,-0.7,12.1,53
2024-03-20,Sölden,Austria,1377,7,-8.9,0,74
2024-03-21,Sölden,Austria,1377,7,-1.6,7.2,68
2024-03-22,Sölden,Austria,1377,4,-15.3,11.4,65
2024-03-23,Sölden,Austria,1377,4,-8.6,0,61
2024-03-24,Sölden,Austria,1377,6,-10.5,0,80
2024-03-25,Sölden,Austria,1377,5,-8.8,8.2,58
2024-03-26,Sölden,Austria,1377,4,-3.5,2,34
2024-03-27,Sölden,Austria,1377,6,-8.6,12.8,32
2024-03-28,Sölden,Austria,1377,5,-13.2,0,55
2024-03-29,Sölden,Austria,1377,7,-9.7,14.6,48
2024-03-30,Sölden,Austria,1377,7,-5.5,3.1,32
2024-03-31,Sölden,Austria,1377,6,-4.9,6.2,37
2024-04-01,Sölden,Austria,1377,5,-10.2,0,80
2024-04-02,Sölden,Austria,1377,4,-11.9,4.7,51
2024-04-03,Sölden,Austria,1377,5,-7.5,3.3,70
2024-04-04,Sölden,Austria,1377,4,-2.9,0,45
2024-04-05,Sölden,Austria,1377,5,-8.7,4.1,34
2024-04-06,Sölden,Austria,1377,4,-10.6,2.4,38
2024-04-07,Sölden,Austria,1377,6,-13.6,0,53
2024-04-08,Sölden,Austria,1377,5,-4.2,3.4,44
2024-04-09,Sölden,Austria,1377,4,-4.8,1.1,78
2024-04-10,Sölden,Austria,1377,4,-7.5,9.7,47
2024-04-11,Sölden,Austria,1377,4,-11.3,5.4,54
2024-04-12,Sölden,Austria,1377,6,-10.9,14.4,52
2024-04-13,Sölden,Austria,1377,6,-12.1,0.7,70
2024-04-14,Sölden,Austria,1377,5,-5.5,0,40
2024-04-15,Sölden,Austria,1377,5,-8.9,14.8,61
2024-04-16,Sölden,Austria,1377,5,-2.6,5,47
2024-04-17,Sölden,Austria,1377,5,-1.9,0,81
2024-04-18,Sölden,Austria,1377,6,-10.2,0,77
2024-04-19,Sölden,Austria,1377,5,-4.3,0,37
2024-04-20,Sölden,Austria,1377,4,-12.5,8.9,42
2024-04-21,Sölden,Austria,1377,4,-6.7,0,40
2024-04-22,Sölden,Austria,1377,4,-5.4,7.3,56
2024-04-23,Sölden,Austria,1377,4,-8.2,14.5,62
2024-04-24,Sölden,Austria,1377,4,-7.7,4.8,33
2024-04-25,Sölden,Austria,1377,6,-3.7,13.2,68
2024-04-26,Sölden,Austria,1377,7,-5,6.1,66
2024-04-27,Sölden,Austria,1377,7,-3.3,3.4,78
2024-04-28,Sölden,Austria,1377,7,-8,0,44
2024-04-29,Sölden,Austria,1377,7,-8,3.3,31
2024-04-30,Sölden,Austria,1377,6,-8,0,36
2024-05-01,Sölden,Austria,1377,6,26.7,1.1,0
2024-05-02,Sölden,Austria,1377,4,20,0,0
2024-05-03,Sölden,Austria,1377,6,17.3,0,0
2024-05-04,Sölden,Austria,1377,6,12,0.1,0
2024-05-05,Sölden,Austria,1377,4,12.5,0,0
2024-05-06,Sölden,Austria,1377,4,11.4,0,0
2024-05-07,Sölden,Austria,1377,4,7.5,0,0
2024-05-08,Sölden,Austria,1377,5,17.4,15.9,0
2024-05-09,Sölden,Austria,1377,5,13.5,23.9,0
2024-05-10,Sölden,Austria,1377,4,19.9,0,0
2024-05-11,Sölden,Austria,1377,4,22.7,0,0
2024-05-12,Sölden,Austria,1377,6,22.3,18.1,0
2024-05-13,Sölden,Austria,1377,4,5,5.3,0
2024-05-14,Sölden,Austria,1377,6,15.5,0,0
2024-05-15,Sölden,Austria,1377,6,19.2,0,0
2024-05-16,Sölden,Austria,1377,4,11.2,0.4,0
2024-05-17,Sölden,Austria,1377,5,17.9,0.4,0
2024-05-18,Sölden,Austria,1377,6,15.3,0,0
2024-05-19,Sölden,Austria,1377,7,20.8,0,0
2024-05-20,Sölden,Austria,1377,7,19,0,0
2024-05-21,Sölden,Austria,1377,4,15,15.5,0
2024-05-22,Sölden,Austria,1377,7,6,0,0
2024-05-23,Sölden,Austria,1377,6,13.1,0.2,0
2024-05-24,Sölden,Austria,1377,6,8.9,0,0
2024-05-25,Sölden,Austria,1377,3,13,0,0
2024-05-26,Sölden,Austria,1377,6,13.3,0,0
2024-05-27,Sölden,Austria,1377,6,5.4,0,0
2024-05-28,Sölden,Austria,1377,4,18.5,21.7,0
2024-05-29,Sölden,Austria,1377,5,20.1,0,0
2024-05-30,Sölden,Austria,1377,6,14.4,0,0
2024-05-31,Sölden,Austria,1377,6,25.7,0,0
2024-06-01,Sölden,Austria,1377,4,13.3,8.7,0
2024-06-02,Sölden,Austria,1377,4,23.3,0,0
2024-06-03,Sölden,Austria,1377,5,11.1,0,0
2024-06-04,Sölden,Austria,1377,4,11.6,19.9,0
2024-06-05,Sölden,Austria,1377,7,11.1,19.9,0
2024-06-06,Sölden,Austria,1377,6,14.5,12.2,0
2024-06-07,Sölden,Austria,1377,4,3.7,0,0
2024-06-08,Sölden,Austria,1377,6,14.6,7.1,0
2024-06-09,Sölden,Austria,1377,4,16.8,8.1,0
2024-06-10,Sölden,Austria,1377,6,11.9,0,0
2024-06-11,Sölden,Austria,1377,7,17.8,0,0
2024-06-12,Sölden,Austria,1377,6,25,0,0
2024-06-13,Sölden,Austria,1377,6,19.9,4.2,0
2024-06-14,Sölden,Austria,1377,5,21.1,0,0
2024-06-15,Sölden,Austria,1377,4,5.9,10,0
2024-06-16,Sölden,Austria,1377,4,11.4,0,0
2024-06-17,Sölden,Austria,1377,4,25.5,0,0
2024-06-18,Sölden,Austria,1377,6,7.8,0,0
2024-06-19,Sölden,Austria,1377,6,17.4,0,0
2024-06-20,Sölden,Austria,1377,7,17.1,23.2,0
2024-06-21,Sölden,Austria,1377,4,15,3.9,0
2024-06-22,Sölden,Austria,1377,6,23.6,17.7,0
2024-06-23,Sölden,Austria,1377,7,19.7,24.7,0
2024-06-24,Sölden,Austria,1377,4,13,23.7,0
2024-06-25,Sölden,Austria,1377,6,14.1,0,0
2024-06-26,Sölden,Austria,1377,6,16.5,0,0
2024-06-27,Sölden,Austria,1377,6,6,21.8,0
2024-06-28,Sölden,Austria,1377,6,18.7,0,0
2024-06-29,Sölden,Austria,1377,7,13.8,0,0
2024-06-30,Sölden,Austria,1377,5,14.6,0,0
2024-07-01,Sölden,Austria,1377,7,7.8,0,0
2024-07-02,Sölden,Austria,1377,6,24.4,0,0
2024-07-03,Sölden,Austria,1377,5,12.7,0,0
2024-07-04,Sölden,Austria,1377,6,8.3,0,0
2024-07-05,Sölden,Austria,1377,6,16,12.5,0
2024-07-06,Sölden,Austria,1377,4,10.1,0,0
2024-07-07,Sölden,Austria,1377,7,13.1,0,0
2024-07-08,Sölden,Austria,1377,6,16.5,5,0
2024-07-09,Sölden,Austria,1377,4,7.3,0,0
2024-07-10,Sölden,Austria,1377,6,12.1,0,0
2024-07-11,Sölden,Austria,1377,6,11.9,23.4,0
2024-07-12,Sölden,Austria,1377,6,4.6,13.9,0
2024-07-13,Sölden,Austria,1377,4,11.8,0,0
2024-07-14,Sölden,Austria,1377,3,18.9,0,0
2024-07-15,Sölden,Austria,1377,6,5.1,0,0
2024-07-16,Sölden,Austria,1377,7,12.4,0,0
2024-07-17,Sölden,Austria,1377,7,15.6,24,0
2024-07-18,Sölden,Austria,1377,5,15.4,0,0
2024-07-19,Sölden,Austria,1377,5,3.5,3.7,0
2024-07-20,Sölden,Austria,1377,6,9.4,0,0
2024-07-21,Sölden,Austria,1377,7,15.2,0,0
2024-07-22,Sölden,Austria,1377,4,16.7,0,0
2024-07-23,Sölden,Austria,1377,4,12.1,0,0
2024-07-24,Sölden,Austria,1377,4,18.5,0,0
2024-07-25,Sölden,Austria,1377,7,15.4,0,0
2024-07-26,Sölden,Austria,1377,6,12.1,0.4,0
2024-07-27,Sölden,Austria,1377,7,16.3,13.4,0
2024-07-28,Sölden,Austria,1377,4,24.5,20.6,0
2024-07-29,Sölden,Austria,1377,4,15.9,0,0
2024-07-30,Sölden,Austria,1377,6,11.4,19.4,0
2024-07-31,Sölden,Austria,1377,7,15.4,10.5,0
2024-08-01,Sölden,Austria,1377,5,17.6,0,0
2024-08-02,Sölden,Austria,1377,6,14.5,0,0
2024-08-03,Sölden,Austria,1377,4,14.3,0,0
2024-08-04,Sölden,Austria,1377,7,15.8,19.1,0
2024-08-05,Sölden,Austria,1377,5,10.5,0,0
2024-08-06,Sölden,Austria,1377,5,17.7,0,0
2024-08-07,Sölden,Austria,1377,5,3,0,0
2024-08-08,Sölden,Austria,1377,4,10.3,0,0
2024-08-09,Sölden,Austria,1377,6,14.3,0,0
2024-08-10,Sölden,Austria,1377,6,11.8,0,0
2024-08-11,Sölden,Austria,1377,5,24.1,0,0
2024-08-12,Sölden,Austria,1377,7,24.9,10.4,0
2024-08-13,Sölden,Austria,1377,5,12.3,0,0
2024-08-14,Sölden,Austria,1377,6,12.5,14,0
2024-08-15,Sölden,Austria,1377,5,12.2,21,0
2024-08-16,Sölden,Austria,1377,6,16.9,6.1,0
2024-08-17,Sölden,Austria,1377,6,18.1,7,0
2024-08-18,Sölden,Austria,1377,4,12.4,0,0
2024-08-19,Sölden,Austria,1377,4,25,0,0
2024-08-20,Sölden,Austria,1377,5,17.1,0,0
2024-08-21,Sölden,Austria,1377,7,13.6,0,0
2024-08-22,Sölden,Austria,1377,6,14.5,0,0
2024-08-23,Sölden,Austria,1377,4,20.3,12.6,0
2024-08-24,Sölden,Austria,1377,6,17.6,0,0
2024-08-25,Sölden,Austria,1377,7,12,0,0
2024-08-26,Sölden,Austria,1377,5,18.6,21.7,0
2024-08-27,Sölden,Austria,1377,5,24.4,0,0
2024-08-28,Sölden,Austria,1377,5,20.2,0,0
2024-08-29,Sölden,Austria,1377,4,8.5,0,0
2024-08-30,Sölden,Austria,1377,6,11.8,0,0
2024-08-31,Sölden,Austria,1377,4,18.2,0,0
2024-09-01,Sölden,Austria,1377,4,10.8,0,0
2024-09-02,Sölden,Austria,1377,5,21.3,0,0
2024-09-03,Sölden,Austria,1377,4,13.6,0,0
2024-09-04,Sölden,Austria,1377,6,17.4,1.8,0
2024-09-05,Sölden,Austria,1377,5,9.9,23.8,0
2024-09-06,Sölden,Austria,1377,7,3.6,16.9,0
2024-09-07,Sölden,Austria,1377,7,21.3,0,0
2024-09-08,Sölden,Austria,1377,7,4,16,0
2024-09-09,Sölden,Austria,1377,6,15,15.6,0
2024-09-10,Sölden,Austria,1377,5,15.6,2.1,0
2024-09-11,Sölden,Austria,1377,6,7.2,0,0
2024-09-12,Sölden,Austria,1377,7,17.9,10.7,0
2024-09-13,Sölden,Austria,1377,5,14.6,0,0
2024-09-14,Sölden,Austria,1377,6,20.3,22.3,0
2024-09-15,Sölden,Austria,1377,5,12.2,0,0
2024-09-16,Sölden,Austria,1377,5,10.5,0,0
2024-09-17,Sölden,Austria,1377,6,7.1,0,0
2024-09-18,Sölden,Austria,1377,6,14.7,0,0
2024-09-19,Sölden,Austria,1377,6,18.2,0,0
2024-09-20,Sölden,Austria,1377,4,12.1,0,0
2024-09-21,Sölden,Austria,1377,6,20,8.2,0
2024-09-22,Sölden,Austria,1377,7,9.1,2.2,0
2024-09-23,Sölden,Austria,1377,5,18.8,0,0
2024-09-24,Sölden,Austria,1377,5,20.7,0,0
2024-09-25,Sölden,Austria,1377,4,21.9,0,0
2024-09-26,Sölden,Austria,1377,7,11.9,0,0
2024-09-27,Sölden,Austria,1377,4,12.1,0,0
2024-09-28,Sölden,Austria,1377,7,7,0,0
2024-09-29,Sölden,Austria,1377,4,24,0,0
2024-09-30,Sölden,Austria,1377,3,15.7,0,0
2024-10-01,Sölden,Austria,1377,5,18.7,14.8,0
2024-10-02,Sölden,Austria,1377,6,16.5,0,0
2024-10-03,Sölden,Austria,1377,4,8.9,0,0
2024-10-04,Sölden,Austria,1377,4,21.6,19.2,0
2024-10-05,Sölden,Austria,1377,6,22.7,0,0
2024-10-06,Sölden,Austria,1377,7,17.7,0,0
2024-10-07,Sölden,Austria,1377,7,24.1,0,0
2024-10-08,Sölden,Austria,1377,4,7.3,7.6,0
2024-10-09,Sölden,Austria,1377,4,11.7,0,0
2024-10-10,Sölden,Austria,1377,4,10.9,25,0
2024-10-11,Sölden,Austria,1377,5,12,0,0
2024-10-12,Sölden,Austria,1377,5,21.6,25,0
2024-10-13,Sölden,Austria,1377,6,13.3,0,0
2024-10-14,Sölden,Austria,1377,6,21,0,0
2024-10-15,Sölden,Austria,1377,6,13.5,0,0
2024-10-16,Sölden,Austria,1377,4,17.9,15.7,0
2024-10-17,Sölden,Austria,1377,6,10.5,0,0
2024-10-18,Sölden,Austria,1377,3,19.8,0,0
2024-10-19,Sölden,Austria,1377,7,4,0,0
2024-10-20,Sölden,Austria,1377,6,16.4,0,0
2024-10-21,Sölden,Austria,1377,5,19.7,0,0
2024-10-22,Sölden,Austria,1377,4,16.6,0,0
2024-10-23,Sölden,Austria,1377,5,15.1,9.5,0
2024-10-24,Sölden,Austria,1377,4,11.5,0,0
2024-10-25,Sölden,Austria,1377,6,16.9,3.3,0
2024-10-26,Sölden,Austria,1377,5,14.8,0,0
2024-10-27,Sölden,Austria,1377,7,11.9,16,0
2024-10-28,Sölden,Austria,1377,7,11.4,12.2,0
2024-10-29,Sölden,Austria,1377,4,11.6,0,0
2024-10-30,Sölden,Austria,1377,5,12.4,13.6,0
2024-10-31,Sölden,Austria,1377,4,7.9,0,0
2024-11-01,Sölden,Austria,1377,4,-10.4,6.9,46
2024-11-02,Sölden,Austria,1377,7,-12.1,0.9,34
2024-11-03,Sölden,Austria,1377,4,-8.1,14.9,38
2024-11-04,Sölden,Austria,1377,4,-8.2,0,61
2024-11-05,Sölden,Austria,1377,4,-4.1,9.9,33
2024-11-06,Sölden,Austria,1377,7,-10.2,11.3,71
2024-11-07,Sölden,Austria,1377,7,-5.1,0,77
2024-11-08,Sölden,Austria,1377,4,-11,0,42
2024-11-09,Sölden,Austria,1377,4,-5.9,14.5,66
2024-11-10,Sölden,Austria,1377,4,-9.9,3.2,62
2024-11-11,Sölden,Austria,1377,3,-5.9,0,41
2024-11-12,Sölden,Austria,1377,4,-6,1.6,63
2024-11-13,Sölden,Austria,1377,7,-4.5,13.9,72
2024-11-14,Sölden,Austria,1377,7,-9.7,6.1,57
2024-11-15,Sölden,Austria,1377,5,-15.4,0,73
2024-11-16,Sölden,Austria,1377,4,-9.2,0,54
2024-11-17,Sölden,Austria,1377,4,-0.6,7.2,37
2024-11-18,Sölden,Austria,1377,6,-1.2,0,39
2024-11-19,Sölden,Austria,1377,7,-12.1,12,53
2024-11-20,Sölden,Austria,1377,4,-2.8,0,63
2024-11-21,Sölden,Austria,1377,4,-2.3,11.6,71
2024-11-22,Sölden,Austria,1377,5,-5.7,4.4,41
2024-11-23,Sölden,Austria,1377,5,-14.4,10.1,52
2024-11-24,Sölden,Austria,1377,7,-14.3,12.7,79
2024-11-25,Sölden,Austria,1377,5,-6.3,0,64
2024-11-26,Sölden,Austria,1377,5,-9,0,47
2024-11-27,Sölden,Austria,1377,6,-6.2,5.1,75
2024-11-28,Sölden,Austria,1377,5,-6.3,0,45
2024-11-29,Sölden,Austria,1377,4,-7,0,73
2024-11-30,Sölden,Austria,1377,6,-1.5,10.4,58
2024-12-01,Sölden,Austria,1377,6,-11.5,13.8,49
2024-12-02,Sölden,Austria,1377,5,-4.7,0.3,69
2024-12-03,Sölden,Austria,1377,4,-9.8,0,42
2024-12-04,Sölden,Austria,1377,5,-8.2,9.7,53
2024-12-05,Sölden,Austria,1377,3,-7.7,0,76
2024-12-06,Sölden,Austria,1377,3,-14,5.5,66
2024-12-07,Sölden,Austria,1377,7,-9.6,0,38
2024-12-08,Sölden,Austria,1377,4,-8.3,0,59
2024-12-09,Sölden,Austria,1377,6,-3.4,11.3,55
2024-12-10,Sölden,Austria,1377,6,-9.1,2.8,60
2024-12-11,Sölden,Austria,1377,5,-16.2,7.5,68
2024-12-12,Sölden,Austria,1377,5,-13.5,10,55
2024-12-13,Sölden,Austria,1377,6,-4.7,1.4,62
2024-12-14,Sölden,Austria,1377,3,-6.8,3.9,50
2024-12-15,Sölden,Austria,1377,5,-9.2,10.7,72
2024-12-16,Sölden,Austria,1377,7,-8.4,9.1,59
2024-12-17,Sölden,Austria,1377,3,-2.2,0,45
2024-12-18,Sölden,Austria,1377,7,-9.3,4.8,61
2024-12-19,Sölden,Austria,1377,4,-16,6,36
2024-12-20,Sölden,Austria,1377,7,-4,0,51
2024-12-21,Sölden,Austria,1377,6,-1.8,0,55
2024-12-22,Sölden,Austria,1377,7,-8.3,5.4,50
2024-12-23,Sölden,Austria,1377,4,-9.2,0,44
2024-12-24,Sölden,Austria,1377,4,-8.2,5.2,45
2024-12-25,Sölden,Austria,1377,5,-16,0,46
2024-12-26,Sölden,Austria,1377,7,-3.7,12.3,72
2024-12-27,Sölden,Austria,1377,7,-6,13.2,67
2024-12-28,Sölden,Austria,1377,6,-2,0,66
2024-12-29,Sölden,Austria,1377,6,-10.1,0.5,67
2024-12-30,Sölden,Austria,1377,6,-10.1,9.7,33
2024-12-31,Sölden,Austria,1377,7,-12.3,8.9,68
2025-01-01,Sölden,Austria,1377,6,-5.8,0,35
2025-01-02,Sölden,Austria,1377,5,-7.8,14.6,74
2025-01-03,Sölden,Austria,1377,4,-8,3.7,51
2025-01-04,Sölden,Austria,1377,6,-3.6,3.6,75
2025-01-05,Sölden,Austria,1377,7,-9.5,3.7,69
2025-01-06,Sölden,Austria,1377,4,-10.4,0,61
2025-01-07,Sölden,Austria,1377,7,-14,8.1,34
2025-01-08,Sölden,Austria,1377,7,-7,1.1,39
2025-01-09,Sölden,Austria,1377,4,-8.8,6.7,80
2025-01-10,Sölden,Austria,1377,5,-4.3,14,80
2025-01-11,Sölden,Austria,1377,5,-6.5,7.8,67
2025-01-12,Sölden,Austria,1377,7,-10.3,1.2,62
2025-01-13,Sölden,Austria,1377,6,-2.3,6.4,48
2025-01-14,Sölden,Austria,1377,5,-6.5,0,44
2025-01-15,Sölden,Austria,1377,4,-6.4,13.5,60
2025-01-16,Sölden,Austria,1377,4,-9.3,2.9,79
2025-01-17,Sölden,Austria,1377,6,-2,0,65
2025-01-18,Sölden,Austria,1377,4,-12.3,1.4,35
2025-01-19,Sölden,Austria,1377,4,-5.1,0,66
2025-01-20,Sölden,Austria,1377,7,-12.9,5.3,49
2025-01-21,Sölden,Austria,1377,7,-6.3,8.2,57
2025-01-22,Sölden,Austria,1377,7,-3.8,0,72
2025-01-23,Sölden,Austria,1377,5,-4,11.9,57
2025-01-24,Sölden,Austria,1377,4,-8.8,0,44
2025-01-25,Sölden,Austria,1377,4,-15.9,8.5,80
2025-01-26,Sölden,Austria,1377,4,-15.9,5.1,44
2025-01-27,Sölden,Austria,1377,4,-4,9.3,52
2025-01-28,Sölden,Austria,1377,5,-0.9,0.1,47
2025-01-29,Sölden,Austria,1377,5,-8.1,0,33
2025-01-30,Sölden,Austria,1377,4,-13.9,0,40
2025-01-31,Sölden,Austria,1377,7,-16.6,2.1,65
2025-02-01,Sölden,Austria,1377,6,-7.4,0,38
2025-02-02,Sölden,Austria,1377,4,-4.9,0,55
2025-02-03,Sölden,Austria,1377,5,-8.6,12,45
2025-02-04,Sölden,Austria,1377,7,-4.8,8.7,58
2025-02-05,Sölden,Austria,1377,5,-11.1,14.5,40
2025-02-06,Sölden,Austria,1377,6,-11.1,5.5,39
2025-02-07,Sölden,Austria,1377,4,-8.2,0,81
2025-02-08,Sölden,Austria,1377,5,-5.2,0.5,56
2025-02-09,Sölden,Austria,1377,6,-5.4,0,72
2025-02-10,Sölden,Austria,1377,6,-4.3,1.9,42
2025-02-11,Sölden,Austria,1377,4,-7,7.6,74
2025-02-12,Sölden,Austria,1377,6,-7.4,0,42
2025-02-13,Sölden,Austria,1377,6,-3.7,0,43
2025-02-14,Sölden,Austria,1377,5,-4.3,0.3,43
2025-02-15,Sölden,Austria,1377,4,-6.1,0,59
2025-02-16,Sölden,Austria,1377,5,-4,1.9,73
2025-02-17,Sölden,Austria,1377,7,-15.2,4.4,63
2025-02-18,Sölden,Austria,1377,7,-8.2,0.1,66
2025-02-19,Sölden,Austria,1377,4,-14.1,2.5,54
2025-02-20,Sölden,Austria,1377,4,-4.6,0,75
2025-02-21,Sölden,Austria,1377,5,-9.4,5.7,40
2025-02-22,Sölden,Austria,1377,5,-4.8,11.4,56
2025-02-23,Sölden,Austria,1377,4,-13,0,40
2025-02-24,Sölden,Austria,1377,7,-11.4,9.6,36
2025-02-25,Sölden,Austria,1377,4,-12.3,7.1,55
2025-02-26,Sölden,Austria,1377,6,-1.5,0,39
2025-02-27,Sölden,Austria,1377,4,-9.4,0.7,45
2025-02-28,Sölden,Austria,1377,4,-12.8,14.6,66
2025-03-01,Sölden,Austria,1377,6,-11.7,0.9,76
2025-03-02,Sölden,Austria,1377,6,-13.9,0,41
2025-03-03,Sölden,Austria,1377,7,-14.2,0,46
2025-03-04,Sölden,Austria,1377,6,-6.3,5.1,80
2025-03-05,Sölden,Austria,1377,7,-12.3,3.6,35
2025-03-06,Sölden,Austria,1377,6,-9.1,1,43
2025-03-07,Sölden,Austria,1377,7,-1.8,9.1,53
2025-03-08,Sölden,Austria,1377,5,-10.8,5.3,32
2025-03-09,Sölden,Austria,1377,6,-8.2,10.4,35
2025-03-10,Sölden,Austria,1377,5,-7.5,3.9,40
2025-03-11,Sölden,Austria,1377,4,-10.6,12.9,61
2025-03-12,Sölden,Austria,1377,5,-0.9,14.3,65
2025-03-13,Sölden,Austria,1377,7,-4.1,0,78
2025-03-14,Sölden,Austria,1377,7,-9.3,1.2,80
2025-03-15,Sölden,Austria,1377,5,-10.4,0,39
2025-03-16,Sölden,Austria,1377,6,-3.7,6.3,34
2025-03-17,Sölden,Austria,1377,4,-2.4,12.5,51
2025-03-18,Sölden,Austria,1377,5,-4.4,12.8,77
2025-03-19,Sölden,Austria,1377,7,-13.9,13.8,37
2025-03-20,Sölden,Austria,1377,5,-7.7,2.9,57
2025-03-21,Sölden,Austria,1377,4,-10.9,0,66
2025-03-22,Sölden,Austria,1377,5,-12.4,12,79
