Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (Â°C),Snow Depth (cm),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Stetten_Frohnstetten,Germany,04/04/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,13/05/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,16/06/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,22/07/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,22/08/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,26/09/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,16/10/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,09/11/2016,,,,0,,,0,0.066666667,1,2
Stetten_Frohnstetten,Germany,10/12/2016,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,29/01/2017,,,,46,,,46,8.774193548,22,29
Stetten_Frohnstetten,Germany,15/02/2017,,,,5,,,5,0.178571429,4,2
Stetten_Frohnstetten,Germany,18/03/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,07/05/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,13/06/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,25/07/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,06/08/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,02/09/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,13/10/2017,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,27/11/2017,,,,12,,,12,0.5,5,7
Stetten_Frohnstetten,Germany,22/12/2017,,,,59,,,59,4.580645161,16,22
Stetten_Frohnstetten,Germany,11/01/2018,,,,53,,,53,3.709677419,25,9
Stetten_Frohnstetten,Germany,08/02/2018,,,,32,,,32,6.357142857,25,17
Stetten_Frohnstetten,Germany,28/05/2018,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,30/06/2018,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,07/07/2018,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,19/08/2018,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,15/09/2018,,,,0,,,0,0,0,0
Stetten_Frohnstetten,Germany,20/10/2018,,,,5,,,5,0.258064516,5,2
Stetten_Frohnstetten,Germany,10/11/2018,,,,3,,,3,0.1,2,2
Stetten_Frohnstetten,Germany,08/12/2018,,,,8,,,8,0.838709677,8,5
Stockach,Germany,18/01/2015,,,,22,,,22,3,17,15
Stockach,Germany,15/02/2015,,,,17,,,17,5.285714286,12,23
Stockach,Germany,16/03/2015,,,,2,,,2,0.064516129,2,1
Stockach,Germany,16/04/2015,,,,0,,,0,0,0,0
Stockach,Germany,13/10/2015,,,,0,,,0,0,0,0
Stockach,Germany,20/11/2015,,,,5,,,5,0.2,3,3
Stockach,Germany,17/12/2015,,,,0,,,0,0,0,0
Stockach,Germany,18/01/2016,,,,21,,,21,2.741935484,13,12
Stockach,Germany,05/02/2016,,,,6,,,6,0.206896552,4,2
Stockach,Germany,29/03/2016,,,,15,,,15,0.580645161,11,3
Stockach,Germany,23/04/2016,,,,0,,,0,0,0,0
Stockach,Germany,12/10/2016,,,,0,,,0,0,0,0
Stockach,Germany,19/11/2016,,,,2,,,2,0.066666667,2,1
Stockach,Germany,04/12/2016,,,,0,,,0,0,0,0
Stockach,Germany,19/01/2017,,,,19,,,19,2.838709677,6,25
Stockach,Germany,11/02/2017,,,,1,,,1,0.035714286,1,1
Stockach,Germany,30/03/2017,,,,0,,,0,0,0,0
Stockach,Germany,29/04/2017,,,,0,,,0,0,0,0
Stockach,Germany,28/10/2017,,,,0,,,0,0,0,0
Stockach,Germany,29/11/2017,,,,7,,,7,0.333333333,6,3
Stockach,Germany,25/12/2017,,,,30,,,30,1.677419355,10,14
Stockach,Germany,03/01/2018,,,,3,,,3,0.096774194,2,2
Stockach,Germany,07/02/2018,,,,12,,,12,0.464285714,5,5
Stockach,Germany,23/03/2018,,,,11,,,11,0.580645161,10,4
Stockach,Germany,22/04/2018,,,,0,,,0,0,0,0
Stockach,Germany,24/10/2018,,,,0,,,0,0,0,0
Stockach,Germany,28/11/2018,,,,0,,,0,0,0,0
Stockach,Germany,12/12/2018,,,,5,,,5,0.516129032,5,4
Stotten,Germany,22/01/2015,,,,59,,,59,13.4516129,45,28
Stotten,Germany,01/02/2015,,,,20,,,20,28.85714286,41,28
Stotten,Germany,29/03/2015,,,,3,,,3,5.161290323,23,10
Stotten,Germany,24/04/2015,,,,3,,,3,0.1,2,2
Stotten,Germany,07/05/2015,,,,0,,,0,0,0,0
Stotten,Germany,08/06/2015,,,,0,,,0,0,0,0
Stotten,Germany,02/07/2015,,,,0,,,0,0,0,0
Stotten,Germany,03/08/2015,,,,0,,,0,0,0,0
Stotten,Germany,23/09/2015,,,,0,,,0,0,0,0
Stotten,Germany,23/10/2015,,,,0,,,0,0,0,0
Stotten,Germany,11/11/2015,,,,22,,,22,2.833333333,15,8
Stotten,Germany,08/12/2015,,,,0,,,0,0,0,0
Stotten,Germany,11/01/2016,,,,64,,,64,9.516129032,40,18
Stotten,Germany,02/02/2016,,,,16,,,16,1.24137931,4,12
Stotten,Germany,07/03/2016,,,,22,,,22,2.032258065,9,12
Stotten,Germany,09/04/2016,,,,3,,,3,0.1,3,1
Stotten,Germany,15/05/2016,,,,0,,,0,0,0,0
Stotten,Germany,17/06/2016,,,,0,,,0,0,0,0
Stotten,Germany,28/07/2016,,,,0,,,0,0,0,0
Stotten,Germany,27/08/2016,,,,0,,,0,0,0,0
Stotten,Germany,06/09/2016,,,,0,,,0,0,0,0
Stotten,Germany,23/10/2016,,,,0,,,0,0,0,0
Stotten,Germany,15/11/2016,,,,9,,,9,0.666666667,7,6
Stotten,Germany,15/12/2016,,,,0,,,0,0,0,0
Stotten,Germany,04/01/2017,,,,42,,,42,16.61290323,25,29
Stotten,Germany,14/02/2017,,,,9,,,9,2.071428571,14,6
Stotten,Germany,28/05/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,05/01/2015,,,,16,,,16,1.129032258,11,8
Straubenhardt_Schwann,Germany,15/02/2015,,,,14,,,14,4.642857143,15,13
Straubenhardt_Schwann,Germany,08/03/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,10/04/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,26/05/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,12/06/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,10/07/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,04/08/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,27/09/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,28/10/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,25/11/2015,,,,2,,,2,0.066666667,2,1
Straubenhardt_Schwann,Germany,20/12/2015,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,18/01/2016,,,,17,,,17,2.677419355,13,9
Straubenhardt_Schwann,Germany,14/02/2016,,,,9,,,9,0.379310345,6,3
Straubenhardt_Schwann,Germany,04/03/2016,,,,9,,,9,0.290322581,4,5
Straubenhardt_Schwann,Germany,23/04/2016,,,,3,,,3,0.1,2,2
Straubenhardt_Schwann,Germany,20/05/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,15/06/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,18/07/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,09/08/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,26/09/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,18/10/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,21/11/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,11/12/2016,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,19/01/2017,,,,27,,,27,4.161290323,10,27
Straubenhardt_Schwann,Germany,26/02/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,03/03/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,30/04/2017,,,,3,,,3,0.1,3,1
Straubenhardt_Schwann,Germany,09/05/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,07/06/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,04/07/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,25/08/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,03/09/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,17/10/2017,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,04/11/2017,,,,3,,,3,0.1,3,1
Straubenhardt_Schwann,Germany,24/12/2017,,,,22,,,22,1.129032258,7,11
Straubenhardt_Schwann,Germany,05/01/2018,,,,2,,,2,0.064516129,2,1
Straubenhardt_Schwann,Germany,26/02/2018,,,,17,,,17,1.785714286,8,12
Straubenhardt_Schwann,Germany,19/03/2018,,,,9,,,9,0.516129032,5,5
Straubenhardt_Schwann,Germany,30/04/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,23/05/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,21/06/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,12/07/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,01/08/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,17/09/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,02/10/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,06/11/2018,,,,0,,,0,0,0,0
Straubenhardt_Schwann,Germany,01/12/2018,,,,1,,,1,0.032258065,1,1
Stuttgart_Echterdingen,Germany,02/01/2015,,,,10,,,10,1.193548387,11,9
Stuttgart_Echterdingen,Germany,28/02/2015,,,,6,,,6,1.107142857,7,10
Stuttgart_Echterdingen,Germany,12/03/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,04/04/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,07/05/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,20/06/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,29/07/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,23/08/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,29/09/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,11/10/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,09/11/2015,,,,2,,,2,0.066666667,1,2
Stuttgart_Echterdingen,Germany,17/12/2015,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,13/01/2016,,,,6,,,6,0.806451613,4,9
Stuttgart_Echterdingen,Germany,16/02/2016,,,,2,,,2,0.068965517,2,1
Stuttgart_Echterdingen,Germany,10/03/2016,,,,2,,,2,0.064516129,2,1
Stuttgart_Echterdingen,Germany,17/04/2016,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,10/05/2016,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,28/06/2016,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,20/07/2016,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,01/08/2016,,,,0,,,0,0,0,0
Stuttgart_Echterdingen,Germany,30/09/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,28/01/2015,,,,10,,,10,0.580645161,5,7
Stuttgart_Weilimdorf,Germany,01/02/2015,,,,4,,,4,0.285714286,2,7
Stuttgart_Weilimdorf,Germany,07/03/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,27/04/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,04/05/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,20/06/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,18/07/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,25/08/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,15/09/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,08/10/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,13/11/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,09/12/2015,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,06/01/2016,,,,12,,,12,1.35483871,9,8
Stuttgart_Weilimdorf,Germany,08/02/2016,,,,1,,,1,0.034482759,1,1
Stuttgart_Weilimdorf,Germany,17/03/2016,,,,2,,,2,0.064516129,2,1
Stuttgart_Weilimdorf,Germany,18/04/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,19/05/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,29/06/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,10/07/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,03/08/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,16/09/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,30/10/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,18/11/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,07/12/2016,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,27/01/2017,,,,16,,,16,1.225806452,7,17
Stuttgart_Weilimdorf,Germany,09/02/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,07/03/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,24/04/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,24/05/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,28/06/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,19/07/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,10/08/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,18/09/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,01/10/2017,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,27/11/2017,,,,1,,,1,0.033333333,1,1
Stuttgart_Weilimdorf,Germany,21/12/2017,,,,10,,,10,0.322580645,4,4
Stuttgart_Weilimdorf,Germany,03/01/2018,,,,2,,,2,0.064516129,2,1
Stuttgart_Weilimdorf,Germany,12/02/2018,,,,17,,,17,1.571428571,11,11
Stuttgart_Weilimdorf,Germany,27/03/2018,,,,9,,,9,0.483870968,8,4
Stuttgart_Weilimdorf,Germany,15/04/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,26/05/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,07/06/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,29/07/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,12/08/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,11/09/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,09/10/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,19/11/2018,,,,0,,,0,0,0,0
Stuttgart_Weilimdorf,Germany,05/12/2018,,,,3,,,3,0.096774194,3,1
Syrgenstein_Altenberg,Germany,05/01/2015,,,,28,,,28,7.903225806,29,22
Syrgenstein_Altenberg,Germany,17/02/2015,,,,9,,,9,10.32142857,19,26
Syrgenstein_Altenberg,Germany,28/03/2015,,,,1,,,1,0.032258065,1,1
Syrgenstein_Altenberg,Germany,06/04/2015,,,,2,,,2,0.066666667,2,1
Syrgenstein_Altenberg,Germany,15/05/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,10/06/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,18/07/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,29/08/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,18/09/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,28/10/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,11/11/2015,,,,4,,,4,0.3,3,4
Syrgenstein_Altenberg,Germany,25/12/2015,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,28/01/2016,,,,34,,,34,5.161290323,23,17
Syrgenstein_Altenberg,Germany,09/02/2016,,,,7,,,7,0.310344828,3,4
Syrgenstein_Altenberg,Germany,12/03/2016,,,,8,,,8,0.35483871,7,3
Syrgenstein_Altenberg,Germany,24/04/2016,,,,2,,,2,0.066666667,1,2
Syrgenstein_Altenberg,Germany,13/05/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,14/06/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,06/07/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,27/08/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,21/09/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,16/10/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,04/11/2016,,,,0,,,0,0.033333333,1,1
Syrgenstein_Altenberg,Germany,11/12/2016,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,16/01/2017,,,,26,,,26,6.741935484,15,28
Syrgenstein_Altenberg,Germany,13/02/2017,,,,0,,,0,0.25,3,3
Syrgenstein_Altenberg,Germany,26/03/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,01/04/2017,,,,4,,,4,0.133333333,4,1
Syrgenstein_Altenberg,Germany,10/05/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,23/06/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,17/07/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,12/08/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,29/09/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,24/10/2017,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,25/11/2017,,,,1,,,1,0.033333333,1,1
Syrgenstein_Altenberg,Germany,10/12/2017,,,,31,,,31,1.741935484,12,16
Syrgenstein_Altenberg,Germany,26/01/2018,,,,38,,,38,2.193548387,20,6
Syrgenstein_Altenberg,Germany,08/02/2018,,,,12,,,12,2.392857143,9,12
Syrgenstein_Altenberg,Germany,21/03/2018,,,,8,,,8,1.129032258,5,10
Syrgenstein_Altenberg,Germany,16/04/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,14/05/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,25/06/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,09/07/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,21/08/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,18/09/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,11/10/2018,,,,3,,,3,0.096774194,3,1
Syrgenstein_Altenberg,Germany,11/11/2018,,,,0,,,0,0,0,0
Syrgenstein_Altenberg,Germany,11/12/2018,,,,4,,,4,0.258064516,2,5
Tacherting_Spreit,Germany,28/01/2015,,,,15,,,15,3.612903226,19,18
Tacherting_Spreit,Germany,11/02/2015,,,,5,,,5,3.964285714,12,23
Tacherting_Spreit,Germany,25/03/2015,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,16/04/2015,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,28/10/2015,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,24/11/2015,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,23/12/2015,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,13/01/2016,,,,12,,,12,1.580645161,7,11
Tacherting_Spreit,Germany,24/02/2016,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,08/03/2016,,,,11,,,11,0.387096774,3,5
Tacherting_Spreit,Germany,12/04/2016,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,06/10/2016,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,18/11/2016,,,,2,,,2,0.066666667,2,1
Tacherting_Spreit,Germany,18/12/2016,,,,1,,,1,0.032258065,1,1
Tacherting_Spreit,Germany,16/01/2017,,,,23,,,23,5.225806452,14,29
Tacherting_Spreit,Germany,17/02/2017,,,,0,,,0,0.071428571,2,1
Tacherting_Spreit,Germany,17/03/2017,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,21/04/2017,,,,2,,,2,0.066666667,2,1
Tacherting_Spreit,Germany,23/10/2017,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,22/11/2017,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,10/12/2017,,,,8,,,8,0.516129032,4,8
Tacherting_Spreit,Germany,14/01/2018,,,,10,,,10,0.419354839,7,3
Tacherting_Spreit,Germany,16/02/2018,,,,11,,,11,1.214285714,3,16
Tacherting_Spreit,Germany,07/03/2018,,,,7,,,7,0.419354839,2,7
Tacherting_Spreit,Germany,19/04/2018,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,30/10/2018,,,,0,,,0,0,0,0
Tacherting_Spreit,Germany,05/11/2018,,,,6,,,6,0.533333333,6,4
Tacherting_Spreit,Germany,01/12/2018,,,,2,,,2,0.35483871,2,6
Tagmersheim_Blossenau,Germany,08/01/2015,,,,28,,,28,5.225806452,19,16
Tagmersheim_Blossenau,Germany,10/02/2015,,,,8,,,8,6.785714286,16,24
Tagmersheim_Blossenau,Germany,21/03/2015,,,,2,,,2,0.064516129,2,1
Tagmersheim_Blossenau,Germany,09/04/2015,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,04/10/2015,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,30/11/2015,,,,6,,,6,0.4,4,5
Tagmersheim_Blossenau,Germany,25/12/2015,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,20/01/2016,,,,38,,,38,5,20,17
Tagmersheim_Blossenau,Germany,17/02/2016,,,,7,,,7,0.24137931,3,4
Tagmersheim_Blossenau,Germany,01/03/2016,,,,7,,,7,0.35483871,5,3
Tagmersheim_Blossenau,Germany,23/04/2016,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,17/10/2016,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,26/11/2016,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,27/12/2016,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,14/01/2017,,,,24,,,24,5.290322581,10,29
Tagmersheim_Blossenau,Germany,23/02/2017,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,14/03/2017,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,27/04/2017,,,,3,,,3,0.1,3,1
Tagmersheim_Blossenau,Germany,01/10/2017,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,11/11/2017,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,06/12/2017,,,,34,,,34,2.032258065,15,11
Tagmersheim_Blossenau,Germany,22/01/2018,,,,32,,,32,2.064516129,19,7
Tagmersheim_Blossenau,Germany,12/02/2018,,,,8,,,8,1.178571429,6,12
Tagmersheim_Blossenau,Germany,12/03/2018,,,,7,,,7,0.774193548,5,8
Tagmersheim_Blossenau,Germany,11/04/2018,,,,0,,,0,0,0,0
Tagmersheim_Blossenau,Germany,18/10/2018,,,,1,,,1,0.032258065,1,1
Tagmersheim_Blossenau,Germany,20/11/2018,,,,1,,,1,0.033333333,1,1
Tagmersheim_Blossenau,Germany,06/12/2018,,,,3,,,3,0.096774194,2,2
Talheim,Germany,06/01/2015,,,,44,,,44,7.483870968,27,25
Talheim,Germany,27/02/2015,,,,23,,,23,21,32,28
Talheim,Germany,17/03/2015,,,,3,,,3,1.612903226,16,6
Talheim,Germany,24/04/2015,,,,5,,,5,0.166666667,5,1
Talheim,Germany,17/05/2015,,,,0,,,0,0,0,0
Talheim,Germany,10/06/2015,,,,0,,,0,0,0,0
Talheim,Germany,09/07/2015,,,,0,,,0,0,0,0
Talheim,Germany,30/08/2015,,,,0,,,0,0,0,0
Talheim,Germany,20/09/2015,,,,0,,,0,0,0,0
Talheim,Germany,15/10/2015,,,,0,,,0,0,0,0
Talheim,Germany,29/11/2015,,,,9,,,9,0.3,3,5
Talheim,Germany,07/12/2015,,,,0,,,0,0,0,0
Talheim,Germany,27/01/2016,,,,40,,,40,8.161290323,27,21
Talheim,Germany,08/02/2016,,,,29,,,29,1.586206897,12,12
Talheim,Germany,27/03/2016,,,,16,,,16,0.903225806,7,8
Talheim,Germany,27/04/2016,,,,6,,,6,0.2,5,2
Talheim,Germany,30/05/2016,,,,0,,,0,0,0,0
Talheim,Germany,01/06/2016,,,,0,,,0,0,0,0
Talheim,Germany,01/07/2016,,,,0,,,0,0,0,0
Talheim,Germany,01/08/2016,,,,0,,,0,0,0,0
Talheim,Germany,09/09/2016,,,,0,,,0,0,0,0
Talheim,Germany,13/10/2016,,,,0,,,0,0,0,0
Talheim,Germany,09/11/2016,,,,0,,,0,0.166666667,2,3
Talheim,Germany,20/12/2016,,,,0,,,0,0,0,0
Talheim,Germany,02/01/2017,,,,31,,,31,7.580645161,14,29
Talheim,Germany,18/02/2017,,,,7,,,7,0.321428571,4,4
Talheim,Germany,02/03/2017,,,,6,,,6,0.225806452,3,4
Talheim,Germany,16/04/2017,,,,14,,,14,0.5,7,4
Talheim,Germany,19/05/2017,,,,0,,,0,0,0,0
Talheim,Germany,06/06/2017,,,,0,,,0,0,0,0
Talheim,Germany,26/07/2017,,,,0,,,0,0,0,0
Talheim,Germany,13/08/2017,,,,0,,,0,0,0,0
Talheim,Germany,19/09/2017,,,,0,,,0,0,0,0
Talheim,Germany,04/10/2017,,,,0,,,0,0,0,0
Talheim,Germany,08/11/2017,,,,17,,,17,0.733333333,11,8
Talheim,Germany,08/12/2017,,,,39,,,39,3.548387097,14,22
Talheim,Germany,18/01/2018,,,,33,,,33,1.935483871,22,9
Talheim,Germany,12/02/2018,,,,30,,,30,4.785714286,14,23
Talheim,Germany,06/03/2018,,,,11,,,11,1.774193548,8,10
Talheim,Germany,24/04/2018,,,,0,,,0,0,0,0
Talheim,Germany,14/05/2018,,,,0,,,0,0,0,0
Talheim,Germany,30/06/2018,,,,0,,,0,0,0,0
Talheim,Germany,02/07/2018,,,,0,,,0,0,0,0
Talheim,Germany,17/08/2018,,,,0,,,0,0,0,0
Talheim,Germany,14/09/2018,,,,0,,,0,0,0,0
Talheim,Germany,02/10/2018,,,,7,,,7,0.322580645,5,2
Talheim,Germany,24/11/2018,,,,2,,,2,0.066666667,2,1
Talheim,Germany,28/12/2018,,,,5,,,5,0.451612903,4,6
Taufkirchen_Vils_Baum,Germany,06/01/2015,,,,25,,,25,4.032258065,23,17
Taufkirchen_Vils_Baum,Germany,20/02/2015,,,,14,,,14,4.464285714,12,22
Taufkirchen_Vils_Baum,Germany,23/03/2015,,,,2,,,2,0.064516129,2,1
Taufkirchen_Vils_Baum,Germany,21/04/2015,,,,3,,,3,0.1,2,2
Taufkirchen_Vils_Baum,Germany,15/05/2015,,,,0,,,0,0,0,0
